route_distance_km,fuel_type_encoded,avg_speed_kmph,cargo_weight_kg,temperature_c,wind_speed_kmph,traffic_index,humidity_percent,road_condition_index,vehicle_age_years,carbon_emission
377.6674182531257,2,95.45395326953876,19776.20669772679,2.8290874368240715,17.211753440651712,0.22032357359948607,58.48240909468075,0.7710532773473135,7.243612594858302,598.9629412450565
950.9607348778666,1,34.56457960264977,3152.5291082857325,28.762502858419857,42.28229608261916,0.6872082509438159,45.520154238110976,0.46070012618524314,9.6902343542195,752.1141283494678
733.3339721023481,0,106.90471024768169,12053.708948005704,32.51104134971648,74.04897684798613,0.04480757190082263,21.143416526583444,0.7356805679124423,15.39888482311192,587.3301820135438
600.6651917760514,1,84.33243136757882,13177.812454942221,21.319825211812677,53.26365717651854,0.8313417486990499,40.010408886604424,0.2137520839244179,14.871115092129246,754.2570035484794
160.23854724022434,2,42.941867651571336,8437.162615790625,4.895596537177218,68.16574529261715,0.5832298243089615,85.61565287684266,0.5981598115102658,14.095996808918931,401.30295503754695
160.21454773452163,2,35.772031708324974,9553.250404530692,12.279626419750702,29.286919587581394,0.05843834672271886,83.02581432626965,0.4415147580131693,0.21385442280416278,386.40793327639415
62.79319410735847,2,82.7624700923053,17829.110924770535,-4.717975346523849,3.234245131768465,0.8717611653274692,12.553173276911558,0.9975745563945405,3.980323177749201,384.4579471243834
866.8452650460605,2,110.08369802823235,12940.957170342692,42.424878923592544,2.9145779754376155,0.8777014109050659,22.624890253761517,0.6322522776432743,4.433559035924404,822.1427841286056
603.1094366844927,1,91.83602189143816,9990.319068870256,37.77726091656585,94.27811765303477,0.8528158379783177,78.03110950599246,0.7139487845577284,5.0123215295789585,581.7831657358887
709.5322149070653,0,54.85466516033776,2654.156292427141,-6.391870920089515,94.45400439950414,0.774301976818723,40.21596067297378,0.21793160516247795,1.9237015834001192,631.0485558805358
25.481571824323435,1,78.73835952686471,246.01874194037927,-0.8430133887918227,21.128233995461944,0.6779254152635964,67.92319602626839,0.992772295982306,16.132107725590252,187.01440566493963
970.0603029011844,0,51.07616953724214,2586.875501221486,21.960194265381443,14.746565797094402,0.39690912187858307,60.640816509464486,0.14626401954081442,6.825932002078865,735.8643725651654
833.2804275964196,2,119.91495667786589,19128.072892782457,2.783654077106874,1.8139833893020874,0.13633916728645545,68.68605838553968,0.163753003903032,15.511759029362793,870.0881297118779
216.27741512488478,0,94.88391884618511,15305.326981527482,41.39203839077705,23.12568563152585,0.288775275033222,14.832689583185854,0.16816174684138413,18.630492188493164,459.8810074199633
185.9158423710651,2,81.43816397567537,19345.61491745393,31.557481947909103,33.43514411545736,0.3470771383514343,93.80072849772041,0.88354058039232,6.260484460781428,473.0825568448414
187.48748730416665,1,62.32591427658292,810.60332319262,5.031033210109554,24.124263363788113,0.3580764673647915,11.887259477978375,0.7557303778721629,9.075434342902934,235.77326017622568
307.72103174474006,0,81.81522902595573,13636.38603678692,-9.664422384523812,79.73841403062013,0.5654896151273219,10.722924638627077,0.975747655794685,1.7502517233013548,336.2615098426086
527.1326494740766,1,54.16160624673348,981.441175428018,33.96960651616361,74.94304992754354,0.20838280814577226,30.35377021500076,0.15990429975182924,5.896816530442526,525.7555119768806
434.7852935489052,2,22.886483945803075,15662.923730489581,13.32493402805861,8.101414468587398,0.1896611290687501,99.41463274876598,0.7225080792327919,10.924851952598715,550.6611839239018
294.7729944970517,1,59.508852235663284,7680.908437430366,25.33077415217774,69.73216081020927,0.7169627019347409,16.527919114033605,0.5799423556312407,3.6037614010825325,384.0743275997986
613.7936302487676,2,113.0480819579867,2005.7306661192472,5.783615398171362,52.05851198879166,0.0075005504305162285,88.70501566096428,0.6752225701998095,10.74005143673796,491.0301574041789
143.7963913487816,2,82.63010947738658,11404.128171571554,-2.141970735300597,13.21661063748597,0.14951943541302737,24.318016339897532,0.5616247361467428,6.257625639121633,390.98900847105904
295.6839252925421,2,28.39557030709016,5674.391912367623,27.142137548216013,73.95354304929825,0.4349580822579714,19.819296387117177,0.7078122597533412,19.80096221031574,432.2507453313027
369.53003407722326,1,108.49936133950258,13225.521443249188,14.76785234806625,8.604556517420258,0.1490831661198947,80.10733578571848,0.9163531845966381,7.514242424009869,431.2144147471687
458.78963429595075,1,46.88748493415149,13197.677714324427,2.93433355884895,17.715066580137005,0.9598125513189427,86.20108430983018,0.6287264884171022,0.7811245430460589,585.3874618212338
786.2500815860485,0,44.37694930827274,14129.648735002982,-2.4304600238588243,14.92264815531631,0.6701039514683428,81.29645996132902,0.9067742882681842,9.459087358718008,639.4428009072345
203.67541324756795,0,49.709096878032085,19850.055067677404,21.92637769428984,93.9033404166484,0.4327695115445267,31.692599126897427,0.8039460841461539,6.680441009506113,425.10883461753843
516.6632662215436,1,77.72022361259575,7795.284427953367,29.905246711416588,69.81560032046488,0.11225534786679603,89.1858453460886,0.8784316306543963,7.400569515457958,397.62398909350867
594.4524960177323,1,74.46880934339765,9359.777942253508,5.6137829167713384,41.128592916476,0.385186290154628,16.469688897112448,0.693325780566856,7.410671517581708,594.6155265196921
51.218160656397735,1,69.14137546228818,16111.772850404283,30.43283944409182,82.2204150848802,0.6506016686779605,40.77797169151536,0.5667451986035392,17.62340296035887,464.97072095325495
609.5071276419312,1,91.7536863512627,11609.563458135519,0.07172093030245463,21.595940952226435,0.9688142033580671,51.68648131550017,0.1625989366078182,9.965291368060177,752.2506534415601
174.67150306885506,2,51.6537731334959,841.4184926872127,8.61286301023101,93.10932790450988,0.4726873636408009,16.096174444632048,0.8514122172832727,5.056820334058871,273.02973062803073
69.72633502035312,2,98.2064521572431,16877.262553171146,30.968525773997555,69.69973208791025,0.6924122460924058,62.185895069375455,0.3178096659636227,15.850071272135061,574.5835871862876
949.1411095670666,2,37.532167837859916,1124.8237705670153,26.307893580589358,55.95806410081322,0.19535899732672313,60.344471535903125,0.1329948938809482,8.868929412053747,789.8974029510213
